loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
140,278,1106.743155,115.9862344,3365,28507.1871,3365,74.18639053,384.2643764,2114845.315,0.000192653,32.63650177,467,18,87,395,17,338,415,2950,18,FALSE
265,474,1654.72792,253.1954157,7354,67212.26065,7354,98.75228519,680.6147373,6637364.332,0.000175157,102.4284619,879,36,172,740,17,547,999,6355,4,TRUE
14,24,65,18.08948936,610,4120.481376,610,50.53296703,81.54045999,208220.1495,0.000284193,3.213273913,83,9,14,72,17,91,69,541,0,FALSE
5112,8883,40166.48149,2971.493875,466751,5478963.397,466751,1121.3325,4886.118432,6143739723,0.000204081,94810.79819,19369,916,2193,17655,17,3400,18218,448533,403,TRUE
320,570,2519.667019,165.3704715,20861,202577.133,20861,201.9500609,1003.105085,40910464.35,0.000195364,631.3343264,1301,109,175,1143,17,821,1355,19506,11,TRUE
181,351,2320.922006,1.928075363,9614,81717.51836,9614,225.015942,363.1632391,18387744.37,0.000284173,283.7614872,709,50,73,638,17,345,481,9133,35,FALSE
388,725,2745.956767,329.1403906,13236,124059.2419,13236,155.0921053,799.9068794,19240609.01,0.000192928,296.9229785,1223,77,153,1107,17,646,1449,11787,2,FALSE
7260,14953,60121.5734,5997.922357,387764,4099712.531,387764,1905.083665,2151.985556,7810295375,0.000320064,120529.2496,21790,3581,3474,19124,17,1506,50228,337536,93,TRUE
151,332,1414.638585,108.0856986,7148,64629.77962,7148,104.1166667,620.7438414,6729037.221,0.000183829,103.843167,472,66,82,401,17,510,901,6247,2,FALSE
247,449,1718.911222,202.6065123,13557,129031.0439,13557,147.5984637,874.2031636,19044783.85,0.000184233,293.9009853,860,64,167,723,17,716,1124,12433,15,FALSE
62,108,511.5922078,21.48921271,3814,31909.15293,3814,94.61341853,337.2582179,3019034.041,0.00021821,46.59003149,417,24,29,391,17,313,330,3484,7,TRUE
213,385,1418.943193,185.4639862,9533,89699.72379,9533,108.4871795,826.8232635,9731270.035,0.000169382,150.1739203,1104,120,266,870,17,663,1071,8462,16,TRUE
431,756,5712.834746,55.8053621,12341,109123.4456,12341,214.8653846,507.8688956,23446851.11,0.000250236,361.834122,1295,86,192,1108,17,442,1168,11173,34,TRUE
195,363,1408.140959,159.7862011,5872,53236.07573,5872,81.3150289,654.6892554,4328893.036,0.000166312,66.80390488,648,54,101,567,17,519,907,4965,11,FALSE
544,829,2954.626056,449.3297136,36384,363531.5308,36384,290.2482517,1252.484825,105514391.3,0.000204744,1628.308507,2011,151,371,1720,17,1001,2203,34181,32,FALSE
588,1071,4588.154768,351.9975019,23221,217697.7906,23221,283.4559505,768.0127731,61707734.18,0.000239103,952.2798484,2277,11,356,1959,17,647,1645,21576,18,TRUE
219,423,1421.316401,236.2375307,10694,97209.66222,10694,151.0681818,643.4820427,14685286.93,0.000205632,226.6247982,1201,14,234,1003,17,528,1310,9384,37,TRUE
83,105,305.2276764,80.41157708,2370,19129.3658,2370,71.47420635,267.6401289,1367256.238,0.000214657,21.09963331,467,9,72,398,17,252,251,2119,2,FALSE
422,778,3365.398289,341.0247133,30163,290008.493,30163,309.2138201,937.8898167,89674633.98,0.000230276,1383.867808,2123,157,479,1709,17,767,2261,27902,82,TRUE
915,33349,128364.4052,13545.2309,2078293,27327377.32,2078293,1867.221046,14635.3199,51026254054,0.000167807,787442.1922,4173,214,484,3728,17,9066,86737,1991556,5759,TRUE
299,34,279.62,0.000000034,4342,39187.16,4342,60.04,652.69,2352784.41,0.00015,36.31,455,47,84,391,17,504,782,3560,1,FALSE
160,320,1471.334389,93.51764644,11549,107449.3639,11549,149.1439024,720.4408769,16025417.44,0.000197188,247.3058247,511,48,81,440,17,615,758,10791,9,TRUE
15944,41144,444218.9551,2582.295129,2198130,28226563.63,2198130,2442.976164,11554.1707,68956822143,0.000198582,1064148.49,58436,357,7685,50729,17,7321,94009,2104121,5599,TRUE
393,655,2430.382945,313.1148804,18263,177723.0795,18263,170.9387755,1039.688502,30379765.58,0.00018261,468.823543,1611,50,246,1398,17,833,1511,16752,34,TRUE
84,177,625.7287826,91.68920746,2915,25361.78178,2915,48.95488722,518.064349,1241583.167,0.000151827,19.16023405,277,26,46,244,17,399,617,2298,1,FALSE
72,107,285.3457527,84.56944394,1665,13840.95012,1665,38.63122924,358.2839685,534692.9169,0.000158653,8.251433904,381,12,51,331,17,301,297,1368,1,FALSE
1569,3527,17305.07502,782.0175097,158372,1736444.592,158372,631.2440687,2750.829161,1096120349,0.000204075,16915.43749,5465,1235,761,4793,17,1981,11255,147117,87,TRUE
232,380,1810.397602,132.9963466,15424,139032.2517,15424,245.82,565.5855981,34176908.12,0.000252494,527.4214216,1081,28,240,853,17,500,964,14460,50,TRUE
139,237,900.9413217,108.7187962,4530,40718.74163,4530,68.25967413,596.5270439,2779448.035,0.000161829,42.89271659,520,22,64,470,17,491,587,3943,2,FALSE
154,274,1037.936093,123.2187461,4087,35371.49745,4087,80.61787565,438.7550176,2.85E+06,0.000189503,44.00578677,426,16,77,364,17,386,426,3661,2,TRUE
4962,11251,56164.66749,2717.865837,319621,3471679.303,319621,1412.843818,2457.227939,4904940641,0.00027718,75693.5284,18318,164,2904,15741,17,1844,13117,306504,157,TRUE
63,122,419.5435428,65.15024125,844,6487.406445,844,32.47089947,199.7913994,210651.9225,0.000181908,3.250801273,190,8,36,161,17,189,122,722,2,TRUE
793,1251,5479.477974,396.0445366,21849,198202.3812,21849,322.8368522,613.9397649,63987032.83,0.000269049,987.4542104,1971,5,367,1662,17,521,2061,19788,50,FALSE
38,69,200.9408375,46.66301015,4891,40591.42642,4891,124.590604,325.798456,5057310.336,0.000241949,78.04491259,425,39,33,396,17,298,523,4368,8,FALSE
224,398,1459.083021,194.9731339,10168,96451.91241,10168,109.5285714,880.6096086,10564240.18,0.00016639,163.0283978,1239,124,301,974,17,700,1148,9020,16,TRUE
70,99,315.5554915,66.61958975,2260,18054.42739,2260,68.86075949,262.1874566,1243241.582,0.000213468,19.18582689,382,2,48,335,17,237,340,1920,9,TRUE
356,705,2645.337985,319.4392638,19083,180318.1036,19083,213.4970674,844.5928825,38497386.33,0.000210763,594.095468,1255,52,160,1134,17,682,1953,17130,16,FALSE
537,1030,4691.790635,277.665697,25284,249406.0825,25284,216.1508197,1153.852124,53909329.16,0.000190728,831.934092,1887,105,197,1718,17,915,2016,23268,77,TRUE
359,670,4177.83807,27.16568124,29073,272812.4349,29073,364.9516129,747.5304266,99563338.14,0.000262471,1536.471268,1327,66,153,1179,17,651,1122,27951,63,TRUE
46,68,290.7151518,22.97367917,3514,29520.69034,3514,77.26791277,382.0562673,2281002.126,0.00019566,35.20065009,483,52,26,457,17,321,596,2918,1,TRUE
812,1737,8948.367511,282.241936,66724,665053.2049,66724,558.2012195,1191.421985,371233510,0.000258893,5728.912192,2396,122,423,2027,17,984,2104,64620,108,TRUE
107,186,787.7328261,64.71542983,2200,18528.54249,2200,41.4309816,447.2146633,767655.7027,0.000150828,11.84653862,330,28,51,291,17,326,611,1589,1,TRUE
985,1833,8233.19747,505.4384808,29146,289827.2386,29146,235.5940083,1230.197834,68281560.84,0.000192136,1053.727791,2632,62,468,2216,17,968,2316,26830,35,TRUE
175,330,1254.987831,151.98924,5312,47926.81782,5312,75.85785288,631.7977111,3635625.496,0.000164445,56.10533172,517,53,93,443,17,503,823,4489,3,FALSE
167,321,1344.662869,113.0382576,8046,75022.35668,8046,95.85657051,782.6522092,7191385.823,0.000165538,110.9781763,726,94,75,663,17,624,1009,7037,12,TRUE
82,159,668.1857703,50.67172344,3263,27576.30186,3263,70.70570571,390.015227,1949801.884,0.000188656,30.08953524,564,42,56,512,17,333,493,2770,10,TRUE
