loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
175,339,2533.411778,129.7468404,8369,74115.37562,8369,143.9573726,514.7345539,11031739.82,0.928560828,164.9547366,927,9,106,680,17,420,685,7464,8,TRUE
145,326,2347.830272,95.20690268,14286,124686.9935,14286,278.7623043,446.9030988,36232684.28,0.548010166,536.6190477,759,45,102,663,17,388,795,13147,25,TRUE
6412,13004,164468.496,412.8390507,853968,10776297.85,853968,1110.992096,9699.135234,11382244710,0.508702389,184768.8702,25505,365,2042,24542,17,5810,38154,897433,1609,TRUE
479,13195,117495.6248,12756.44687,753016,9174496.855,753016,1336.979251,6861.326895,14012286132,0.063611168,189316.6348,1311,96,278,1112,17,4620,26142,669436,2062,TRUE
194,310,2363.572894,145.6395516,9067,84232.88435,9067,114.1779593,739.7281617,8871051.35,0.392586685,148.1823637,705,58,124,745,17,602,974,8123,2,TRUE
121,223,1549.825365,127.2068798,3520,31010.93477,3520,57.31984407,541.5377206,1683751.97,0.81103887,27.58138778,305,29,53,299,17,438,655,2741,1,TRUE
407,918,7966.705301,326.676064,20736,204165.8737,20736,180.7073474,1129.732375,36815156.42,0.121134289,569.4126808,1432,85,309,1249,17,894,1774,16953,4,FALSE
356,2025,17171.83593,1572.936613,85716,864677.0434,85716,645.7300522,1339.664956,486501879.1,0.747185641,8613.65011,1532,38,186,1165,17,1009,4129,76702,313,TRUE
411,6822,59244.07204,1944.876496,285485,3242421.987,285485,864.8479996,3749.24681,3077943979,0.043793323,43272.50978,1149,112,172,1012,17,2559,18212,247184,1814,TRUE
27161,65785,968978.3732,438.7037081,3616900,49908072.83,3616900,2078.880673,24006.06705,1.03E+11,0.739251325,1601204.336,100918,1882,4782,97870,17,13938,151552,3817403,5935,TRUE
615,1342,12442.14641,165.1457862,41517,383152.6107,41517,576.9517846,663.7448242,223988247.2,0.835499676,3412.089568,2171,147,412,1843,17,692,2221,43327,69,FALSE
145,294,2118.073182,180.850501,11871,108351.8694,11871,177.0076816,612.6311308,18025898.78,0.032591007,295.8092312,795,69,132,660,17,609,541,11829,15,FALSE
402,785,6799.726629,126.019609,25696,252918.7776,25696,229.9421788,1100.050631,53410514.72,0.521773478,897.1516466,1346,109,168,1042,17,823,1466,24623,31,TRUE
513,961,8660.708045,132.5935445,28026,262987.5094,28026,348.6392181,753.7841774,104183994.7,0.597954063,1415.582186,1803,49,226,1743,17,606,1270,28975,225,TRUE
416,673,5864.09637,133.02917,16472,162364.9497,16472,144.1890383,1125.008088,26313095.54,0.585582256,361.698224,1768,71,127,1804,17,970,1054,17298,25,FALSE
206,303,2336.69616,182.699973,6598,59809.27637,6598,96.65211508,618.021257,5546495.29,0.282629955,89.448788,596,53,117,512,17,586,657,6080,7,TRUE
58,90,533.0762706,58.84194566,2430,20524.91269,2430,54.05005643,378.701539,1116968.93,0.465894642,17.02744838,408,31,99,316,17,348,321,2015,0,FALSE
91,153,1002.200375,102.6760956,3493,30521.93242,3493,59.91629212,510.4274156,1608875.4,0.463755119,28.30898141,339,30,77,354,17,450,609,2715,4,FALSE
259,519,4168.74031,135.6039687,45974,435376.2043,45974,508.054225,857.3137055,199489265,0.320707427,3412.997899,3097,56,206,2639,17,675,4016,48461,3,TRUE
147,271,1958.310878,58.44623448,13959,119206.8695,13959,318.5729492,374.2122928,31843650.17,0.593122987,585.8432751,661,15,106,565,17,409,664,11667,41,FALSE
206,375,2890.124198,174.5947929,5846,53348.7133,5846,79.6484291,671.9979139,4368833.45,0.156222909,65.36441599,561,51,91,525,17,501,686,5266,3,TRUE
140,289,2067.492075,97.01417063,2473,20455.27764,2473,63.43564415,321.3968119,1281383.54,0.117501549,19.89682098,434,8,60,400,17,316,304,2208,10,TRUE
666,1648,15466.59493,100.6025623,52824,544407.4762,52824,344.0009351,1581.405482,194166436.5,0.078337702,2892.247495,2427,134,367,2611,17,1199,1981,56546,188,TRUE
22681,65636,949714.6592,11162.42931,3531066,47414604.32,3531066,2612.859997,18147.28246,1.42E+11,0.216322521,1911763.73,76958,2049,11377,62406,17,11485,135298,3452220,11475,TRUE
161,239,1759.420051,140.3971487,7107,60585.58143,7107,155.8626979,389.0721404,8818309.85,0.926092016,145.7265114,838,30,162,700,17,348,622,7159,1,TRUE
149,288,2086.339702,131.2796977,5664,49239.96336,5664,111.7038958,440.7985131,4723315.33,0.63499438,84.94171591,511,28,99,415,17,430,400,4949,12,TRUE
250,341,2724.298225,206.6423108,14689,138014.1846,14689,178.3987504,773.3012096,26473127.79,0.671310267,379.9022886,1297,81,218,902,17,712,856,13639,30,FALSE
435,799,7011.897273,333.1860058,19077,183995.3174,19077,193.5513111,949.9405889,36394713.73,0.582477712,550.0345998,2007,33,658,1223,17,842,1303,17052,62,TRUE
634,1388,12929.28291,390.6885036,35641,351569.5674,35641,298.9387228,1176.423267,93667588.28,0.81479239,1621.856554,1933,168,315,1632,17,900,2965,34721,50,TRUE
2132,4447,49185.94718,494.0016482,192348,2123061.351,192348,756.6783691,2806.33992,1793142239,0.217144615,24786.15687,5588,279,731,4685,17,1974,6241,187242,343,TRUE
394,812,7009.728129,133.0442803,26965,253321.587,26965,334.5068484,758.0337331,70780990.92,0.416730609,1306.893571,1572,72,149,1219,17,637,1137,26958,31,FALSE
259,504,4048.488185,226.9371984,9706,90356.03783,9706,115.5295804,780.9162181,9577187.28,0.616915503,161.3299821,1151,97,154,965,17,551,1249,9519,9,TRUE
314,610,5068.013278,171.3519865,12190,119785.9018,12190,105.5885235,1134.648042,12251849.88,0.632967339,195.139784,1123,42,137,986,17,1007,1229,10512,16,TRUE
98,177,1177.418352,70.13751401,1798,14697.75999,1798,37.93748887,387.9503107,576134.06,0.833842078,8.221694159,208,43,45,150,17,317,555,1028,1,TRUE
2688,7587,86444.9046,1487.633923,338197,3940665.781,338197,857.0284372,4597.584676,3484681204,0.299789603,52122.11732,8675,384,520,9435,17,3381,18295,323104,556,TRUE
354,933,7908.743584,230.678491,46813,439499.9928,46813,573.7665498,765.9249096,238867713.3,0.410573714,3892.802821,1849,245,268,1592,17,688,2808,39254,111,FALSE
28,52,254.7898109,33.96531175,631,4349.47785,631,30.20265457,143.9444609,137869.24,0.563486795,1.913310875,246,0,18,198,17,153,108,464,0,TRUE
287,510,4172.26744,122.8721597,16758,161009.207,16758,173.8055781,925.4209165,23489868.74,0.560803403,432.2987196,856,69,140,858,17,696,1243,17732,35,TRUE
137,282,2008.743079,39.68542741,6158,53921.49725,6158,116.4505076,462.114499,6058561.01,0.968755718,97.09463197,640,37,86,431,17,422,449,5497,50,TRUE
5005,28077,345054.8759,16820.77432,2146881,28158183.06,2146881,2002.383139,14062.78152,59757592647,0.530232541,870091.505,17577,2020,1614,14674,17,8860,55914,2217434,2699,TRUE
2081,4706,51885.5493,255.788411,165873,1818110.351,165873,681.6425226,2667.433351,1362579360,0.810638911,19123.80663,8485,467,803,6372,17,1645,6251,176664,129,TRUE
1047,1880,18870.27801,249.0308496,110630,1155552.794,110630,649.7807007,1778.403962,725843048.4,0.538466073,11586.74965,4333,145,655,3764,17,1638,5143,121213,100,FALSE
46,81,452.9320804,42.9241596,2086,16989.67912,2086,56.79614188,299.8280428,1005439.75,0.02092631,14.90866566,275,42,72,217,17,262,366,1855,2,TRUE
2462,4274,48160.50432,1358.989669,201313,2247640.814,201313,728.044105,3088.123062,1555587431,0.922715127,25245.29652,8224,329,980,6698,17,2307,5688,175441,123,TRUE
122,213,1483.17779,112.0852297,4208,34470.88407,4208,118.9991124,289.3241882,3987583.45,0.292020396,63.62380211,451,22,115,436,17,252,321,3379,25,TRUE
124,242,1689.869703,81.73762309,7587,67779.9323,7587,117.7583091,575.4128736,8360979.85,0.277550769,123.2487023,560,27,55,508,17,515,1016,7058,6,FALSE
89,165,1074.97175,62.31887359,9224,76719.90638,9224,240.1876233,319.4284472,17704142.7,0.365365004,284.258016,646,62,39,535,17,348,666,8462,18,TRUE
329,3900,32619.94266,53.89724234,146455,1584329.182,146455,651.7707016,2431.340165,1009564762,0.751757238,15931.30102,498,21,29,432,17,2025,8939,124802,973,TRUE
431,820,7185.017673,326.1524721,24188,241992.213,24188,178.7591933,1354.383535,37854209.82,0.784751586,667.2873346,1257,112,174,955,17,899,3309,20602,10,FALSE
243,393,3122.376126,233.6716285,13745,130419.9146,13745,153.4101327,850.1791585,21409636.14,0.750712248,308.9332943,1132,49,201,1019,17,665,1083,11072,11,TRUE
158,313,2293.387155,144.3081784,6281,57087.49765,6281,87.77138307,650.6493342,5002393.65,0.893227978,77.3662135,678,34,92,691,17,473,872,4745,8,FALSE
525,1279,11566.30222,44.4409248,74591,805479.6788,74591,336.2332813,2395.318283,299470134.5,0.087272014,4180.466239,3267,268,376,2332,17,1574,4152,68949,110,TRUE
715,1636,15521.70567,61.52280498,73688,706582.6137,73688,734.1344201,962.4066226,523069771,0.507892339,8004.465998,2759,75,154,3082,17,792,8352,62086,37,FALSE
2450,4505,50731.09855,1612.071712,150729,1562020.94,150729,943.7720097,1655.298437,1492588852,0.709375573,22745.72268,9603,97,1727,6947,17,1294,5926,145338,35,FALSE
6347,17464,220615.4197,93.52942509,972707,12218929.75,972707,1319.604527,9259.293766,17153132475,0.14304961,248838.6522,22207,308,2617,19344,17,5596,40225,846367,2033,TRUE
72,113,703.3714502,93.78977287,1078,8445.88034,1078,36.00391194,234.0553977,322389.32,0.179732708,4.780206812,325,6,56,290,17,193,205,799,2,FALSE
41,63,342.8833283,38.65075271,802,5924.183425,802,31.78987766,185.9288081,177737.04,0.642687578,3.017630267,199,5,28,220,17,167,125,716,2,TRUE
1345,2772,28820.87174,834.8243016,111178,1211863.551,111178,471.8539294,2570.4224,568940400.3,0.709590109,8818.162636,4619,583,912,4452,17,1948,6188,114331,79,TRUE
293,493,4048.209886,105.7606639,32883,331189.9407,32883,239.8486304,1380.68908,88619952.33,0.069181335,1226.009525,1554,156,190,1442,17,1162,2934,27124,22,TRUE
445,616,5428.157161,384.7661402,14032,132571.078,14032,157.1265279,843.5690549,24568218.51,0.553210822,321.6317618,1487,30,347,1323,17,610,1354,14124,6,TRUE
1713,3183,34203.51324,1085.899573,221478,2250477.363,221478,1607.479983,1399.76059,3482033005,0.499566801,55833.32421,6591,79,662,5585,17,1229,7515,228101,288,FALSE
112,231,1579.306342,91.55568997,3195,26458.83876,3195,80.00426606,329.897504,2051568.65,0.083584792,32.90795147,386,33,45,315,17,292,449,2506,7,TRUE
884,1717,16815.6166,635.9651276,29641,288213.0085,29641,281.4082043,1024.273797,76118332.16,0.46174652,1251.593638,2397,74,361,2240,17,815,2211,29354,16,TRUE
1381,2370,24733.08082,940.7502666,84892,874330.4478,84892,552.6981948,1582.504031,465818891.6,0.412863905,7454.421831,5183,170,710,4239,17,1149,3555,81577,47,TRUE
290,486,3983.615727,131.4723087,18066,158779.6688,18066,340.2070114,466.8286847,49020353.63,0.001040706,833.6022167,1008,8,207,900,17,479,1059,16278,34,TRUE
73,162,1008.941403,63.86850899,1800,14517.37168,1800,53.1491189,272.246866,811575.5,0.14953207,12.05429093,332,5,80,297,17,239,221,1596,2,TRUE
122,246,1711.892122,119.1306024,4865,42682.10426,4865,89.82266984,474.6628014,3919618.42,0.130561651,59.2023468,400,32,75,363,17,458,431,4526,19,FALSE
144,329,2366.07525,125.6067125,4279,38662.79896,4279,59.47848029,650.9999529,1917431.16,0.119362396,35.42342293,444,36,77,432,17,506,807,3259,5,TRUE
434,837,7342.179933,187.5182902,20295,198622.0175,20295,181.5420668,1094.015035,41596426.17,0.030817856,556.4102777,1979,103,249,1580,17,849,1735,18084,40,TRUE
68,98,602.6588213,33.24498661,2105,16442.0734,2105,78.70853849,209.3550132,1241465.58,0.495126917,19.50052679,300,5,62,293,17,189,172,1664,3,FALSE
367,620,5290.694113,63.61173731,21549,207718.0213,21549,218.633975,950.6158489,51901111.18,0.690690447,700.7384066,1772,171,181,1610,17,816,1683,21629,55,TRUE
881,1697,16611.53096,544.1493302,46870,483999.5862,46870,295.1456246,1639.936751,166370417.3,0.985105707,2204.376018,3533,395,658,2892,17,1133,2861,38721,22,TRUE
66145,147980,2369670.73,3065.607014,8398506,119091371.2,8398506,3642.082362,32700.60706,4.77E+11,0.973542027,6693190.904,255884,2851,28988,195273,17,18666,423592,7955520,11384,TRUE
161,263,1935.362056,126.5580175,4717,42693.28143,4717,66.57674229,640.4505091,3149162.19,0.845917341,43.71335488,570,38,99,451,17,495,785,4333,2,FALSE
202,453,3476.828013,172.2618966,6963,63173.79261,6963,98.7305004,640.5822102,7098644.11,0.433817541,96.30362009,708,58,107,535,17,545,986,5207,5,TRUE
748,1312,12535.07243,704.0795549,40802,368356.8754,40802,657.9909239,559.8438518,217378175.7,0.630838806,3739.887951,6412,51,693,6884,17,580,1723,37160,44,TRUE
255,463,3709.379995,190.0550422,19638,186645.7819,19638,209.6323892,890.7723635,42808206.05,0.78676974,603.5862888,1821,159,394,1579,17,691,2187,17452,44,FALSE
2438,3873,43588.24286,1816.704929,92041,925393.6552,92041,689.1449083,1342.895247,653593064.4,0.706788961,9840.310851,7137,324,1437,6629,17,1039,7235,83068,23,TRUE
1079,2044,20604.35486,672.165648,34447,335234.3104,34447,323.0797694,1037.466976,101906752.6,0.901559965,1671.940343,2906,42,671,2144,17,778,2841,36231,54,TRUE
322,644,5373.441386,113.2617877,24406,239200.8473,24406,219.9857435,1087.762277,44217358.36,0.3279504,811.6556953,1853,174,183,1355,17,931,1753,22987,9,FALSE
777,1222,11742.96567,417.490821,39121,395974.8848,39121,285.2344865,1388.493537,112754232.9,0.095163058,1742.591623,1990,203,353,1866,17,1015,2254,37585,25,TRUE
324,690,5762.836352,205.634818,18445,169185.3621,18445,254.8138369,663.9141696,41089844.67,0.676460132,665.2068974,1317,18,168,1337,17,455,1591,16648,4,TRUE
762,1339,12828.68723,272.4489426,34349,348435.3484,34349,245.9159466,1417.661833,84892129.2,0.32208541,1321.231933,2966,101,304,2305,17,1097,1864,38208,42,TRUE
230,353,2777.303478,221.8216192,6289,56033.09266,6289,99.52372117,563.2123398,5761981.77,0.285093062,85.91484886,683,26,132,466,17,528,980,4915,1,FALSE
1013,1586,15845.27209,605.803916,72050,740331.4819,72050,473.0445638,1565.078772,367867694.1,0.598621244,5404.712531,3836,152,585,3038,17,1310,4668,65820,73,FALSE
12,17,64.52932501,7.310420319,405,2943.030795,405,19.00836388,155.2184881,56517.52,0.919841828,0.703774162,294,2,6,257,17,168,8,373,0,TRUE
1100,13341,134798.0659,1277.46638,650850,7904777.551,650850,1166.182525,6776.980624,8955337959,0.82857431,142281.1789,3150,329,571,2647,17,4121,27094,535995,2343,TRUE
124,242,1689.869703,124.3528482,3581,31404.77544,3581,56.56711653,556.5265369,1999048.5,0.459784803,27.46038511,424,57,77,345,17,356,748,2902,3,FALSE
513,953,8588.685525,315.3999312,23507,236560.1929,23507,167.6446133,1409.951888,38135362.74,0.643990191,612.1504623,1383,324,206,1269,17,958,2732,19421,5,TRUE
130,253,1783.681425,109.2886245,5104,46574.38404,5104,68.12016922,683.9288117,3056698.93,0.485562402,49.09422571,517,63,64,445,17,578,795,4309,2,FALSE
96,221,1461.861675,94.71317838,5253,47271.16105,5253,77.7094692,610.1380552,3550185.21,0.071850256,56.54462776,304,75,61,271,17,505,765,3799,4,FALSE
308,628,5199.808734,260.3738933,9943,92111.6208,9943,124.3287063,741.4080413,11311838.94,0.27626815,176.4573555,943,62,193,774,17,517,1269,8536,8,TRUE
548,927,8442.973773,57.84325421,41044,409751.94,41044,322.2867875,1271.993548,115044527.9,0.325193283,2037.037045,1963,71,294,1962,17,959,3113,31108,167,TRUE
105,213,1436.848541,53.16714979,8150,69790.7081,8150,180.1412351,387.1319431,12689772.57,0.737573837,194.0671356,463,23,85,387,17,319,486,7379,18,FALSE
526,1461,13214.89956,15.24615364,49188,496257.4401,49188,371.9606941,1334.005377,190757465.9,0.423705023,2848.710792,2111,104,238,2083,17,1105,2481,49438,89,FALSE
206,9656,74228.53559,7541.935482,390225,4587725.825,390225,921.3694524,4980.464164,4520796165,0.6629735,65215.90244,832,65,135,722,17,3563,15873,398128,1424,FALSE
153,235,1712.743531,92.61384303,5767,52348.77164,5767,81.95844163,640.513634,4364711.42,0.690819651,65.87721394,935,102,99,860,17,530,862,4697,19,TRUE
464,742,6581.479879,340.6134198,12721,118622.3373,12721,152.5825111,778.4082761,17553376.95,0.675703483,278.8518468,1275,94,342,1020,17,680,1636,12745,11,FALSE
103,206,1384.105609,85.95235386,3644,31788.4581,3644,61.37254107,517.3937493,1947259.6,0.770861996,30.10006505,308,54,56,293,17,420,671,2542,2,TRUE
257,528,4234.975387,252.6540336,7970,75028.50486,7970,90.25852511,833.8137352,6231690.82,0.256384513,104.3548939,682,52,119,613,17,580,843,5953,10,FALSE
43258,101045,1556177.045,120.5899218,5850146,83042300.31,5850146,2552.337438,32533.32923,2.18E+11,0.572379393,3271128.078,147838,2463,1774,115988,17,17380,213856,6184081,6072,FALSE
631,8701,80941.61989,3040.643578,366739,4261935.45,366739,936.017302,4554.492863,3466816835,0.879299883,61547.02302,2136,188,323,1730,17,2634,19360,355508,1893,TRUE
137,238,1696.429668,103.6170879,7816,70419.10493,7816,124.9467457,563.7244891,8977435.45,0.901376446,135.7988089,754,49,119,742,17,546,529,7940,7,TRUE
80,136,866.104149,67.42508946,2110,17257.34445,2110,59.82196663,289.5885096,1144549.14,0.688754456,15.83917614,267,24,66,227,17,319,200,2208,6,TRUE
998,1583,15781.22727,184.9173416,68351,695134.81,68351,478.7135129,1451.817005,343811193,0.4229791,5136.736267,3402,234,166,3770,17,1244,3845,65329,65,FALSE
3582,6324,74676.42636,52.56607796,327559,3970635.351,327559,600.8157591,6607.533916,2129232166,0.11511212,36823.1471,11782,1224,642,11454,17,3969,14690,325473,8,FALSE
2144,3973,43976.63844,1188.223991,129509,1403274.743,129509,582.269097,2409.217497,933751203.5,0.113762581,12613.2929,7323,134,1005,5969,17,1934,6065,135910,47,TRUE
1107,2513,25422.67292,188.4395432,70352,737992.2874,70352,399.1563742,1849.664207,290851756.5,0.469923531,4544.200591,3601,201,408,2592,17,1576,3957,60817,99,TRUE
515,930,8386.847047,212.6010412,31833,304595.9889,31833,354.7766837,859.0246811,113269292.7,0.448995824,1666.678513,1526,30,286,1170,17,704,918,27357,36,FALSE
840,1402,13629.08646,487.2842424,65085,653214.5895,65085,497.6636808,1312.758464,324739231,0.688687476,5015.390631,3465,235,478,2598,17,1127,5065,50855,50,TRUE
452,843,7444.231044,448.7857739,20648,191743.7096,20648,257.006024,745.7788858,44804897.28,0.505395953,760.769705,1323,117,272,1393,17,532,2331,18548,11,TRUE
44,104,573.24032,9.354782672,2958,26265.58149,2958,53.95551889,488.5959977,1466783.84,0.199342045,21.85343566,202,10,9,222,17,462,98,3350,0,TRUE
1674,2924,31324.07015,926.5341661,143461,1598102.169,143461,518.0794153,3084.994318,864882288.2,0.645273952,12774.73527,5708,746,1000,7089,17,2408,7230,145935,78,TRUE
1536,3533,37407.25748,483.65056,155872,1712828.224,155872,631.5383866,2712.008207,1157330551,0.564118675,16693.33735,4614,114,834,4986,17,1969,6098,150088,556,TRUE
782,1524,14656.81282,601.2983391,43624,455809.5157,43624,254.6205311,1790.121125,123558886.2,0.296596589,1790.935149,2446,147,414,2245,17,1514,2226,40282,53,FALSE
9349,24261,320030.2485,82.9505666,1561081,20186216.78,1561081,1640.940137,12301.22323,33302976738,0.711489717,511199.3841,32053,133,2918,29692,17,7376,49384,1494213,2899,TRUE
230,356,2800.839948,153.4058801,5361,47726.47275,5361,82.81217926,576.7226218,3925764.51,0.019549639,61.04600832,676,52,123,519,17,498,869,4006,2,FALSE
33,47,242.1309177,37.25580414,2317,18405.08139,2317,66.82304273,275.5842868,1279376.45,0.982143757,19.13220621,221,36,47,178,17,209,506,1669,1,FALSE
9070,25195,331248.9607,3529.545643,1611832,20985685.9,1611832,1587.505556,13221.43599,32864782447,0.684149696,514031.9213,33650,403,3536,26850,17,7747,63650,1516568,4645,TRUE
270,420,3400.339366,197.2580568,12223,113738.6707,12223,143.385069,793.2064661,16164252.83,0.523054538,251.6438896,1500,85,171,1314,17,628,1597,11414,1,TRUE
98,150,998.8211865,65.77792134,1386,10983.93571,1386,44.92146432,243.6992801,529248.58,0.31551348,7.451174286,294,11,62,258,17,227,194,1182,8,FALSE
200,385,2950.528489,221.6613155,10538,97970.93145,10538,131.0903703,748.6831752,14401502.49,0.587239667,197.9865831,815,81,134,644,17,633,1075,9565,27,TRUE
281,510,4156.69185,233.9793317,7761,73150.25305,7761,85.63557201,855.1927142,6692528.4,0.695954875,96.61982525,899,62,149,751,17,655,1047,7513,3,TRUE
76,144,905.9494894,21.16432169,4036,32879.90311,4036,117.1414978,280.4526549,3659155.33,0.556708667,59.60527054,460,55,88,362,17,267,364,3528,1,FALSE
46,98,546.8326336,29.52407135,1449,10083.52029,1449,97.32414803,103.4785204,992111.11,0.070019041,15.25188352,185,14,15,158,17,95,205,1349,6,TRUE
645,1205,11255.78535,369.5026547,39052,390253.8888,39052,313.0999883,1246.532225,129176075.9,0.911770277,1885.521682,2176,68,362,1832,17,1062,2179,40353,75,TRUE
216,443,3443.170051,223.9063614,11337,104062.6547,11337,159.1770004,652.6460611,18700595.42,0.473089477,256.021662,851,20,114,848,17,630,771,10933,8,TRUE
354,536,4547.10418,121.3419962,15661,149463.006,15661,167.9748402,889.7946573,26788948.06,0.417746569,387.5624885,991,86,171,974,17,852,1110,16510,43,TRUE
15,27,109.3929367,23.4419332,228,1670.609618,228,21.21378908,79.29350732,33747.06,0.126354875,0.385257567,75,0,12,68,17,96,46,203,1,TRUE
405,631,5474.243758,268.1191783,19846,185631.9191,19846,245.4536498,756.7636833,45236587.85,0.856907008,702.5670693,1373,45,233,1525,17,649,1433,19137,13,TRUE
89,216,1405.234155,112.1407022,3288,28393.96503,3288,60.69882296,467.4941938,1747148.2,0.432378299,26.81854609,316,22,57,331,17,338,572,2816,1,FALSE
679,1521,14317.86154,382.468952,70591,747003.9919,70591,375.7435808,1987.75281,268098991.6,0.085648777,4331.311874,3726,346,697,3331,17,1450,3165,62028,84,TRUE
1636,3040,32465.58534,416.1322512,151594,1672391.916,151594,598.4737007,2795.474169,941834518.7,0.213327327,15440.56885,5694,140,1120,5162,17,2065,5442,148976,548,TRUE
118,227,1569.242615,141.6313118,5875,51579.94631,5875,95.16389222,542.3402712,4774420.21,0.000795528,75.76271673,397,63,60,316,17,434,1140,3976,1,FALSE
3767,8681,103135.2172,653.5801141,453433,5540174.885,453433,779.3261424,7109.407929,3863263891,0.049106636,66626.60992,12741,1793,995,11652,17,4319,17631,410339,317,TRUE
145,321,2311.930727,168.2240599,5450,48919.4227,5450,85.62944326,570.0924897,3883035.95,0.083802826,64.79322963,598,51,90,408,17,528,544,4800,2,TRUE
136,293,2083.714075,115.818711,3364,28507.17243,3364,74.4113193,384.0920099,2269983.02,0.751426064,32.69163177,464,20,96,411,17,370,360,2755,21,FALSE
255,401,3213.730082,253.1761021,7353,67212.48066,7353,98.71022819,680.6410871,7236742.78,0.679346063,102.5733493,819,33,178,742,17,601,1020,6426,4,TRUE
13,26,99.91187239,18.10313949,654,4120.565027,654,50.41404924,81.57324823,217377.83,0.732680937,3.290283982,79,10,13,78,17,94,68,476,0,FALSE
5111,7748,95462.95215,2971.345953,466750,5478963.539,466750,1121.329063,4886.167854,6439600953,0.472824355,94810.74515,19166,921,2103,15932,17,3374,15040,444915,352,TRUE
336,629,5287.159976,165.4142963,20859,202577.245,20859,201.9637551,1003.172924,38662447.55,0.920630404,631.3244143,1440,99,180,1035,17,905,1352,17295,10,TRUE
186,352,2661.32306,1.711708674,9613,81717.3332,9613,224.9829805,363.2956274,19625575.59,0.837484342,283.5667693,706,41,80,646,17,328,505,7926,38,FALSE
396,643,5557.305663,329.0404268,13235,124059.3365,13235,155.022515,799.5370556,18879787.59,0.25255038,296.5610386,1195,75,169,1145,17,613,1194,12899,2,FALSE
7259,14901,191126.4221,5997.922542,387763,4099712.651,387763,1905.110772,2151.942296,7254160649,0.708577945,120529.2436,18429,3812,3013,18690,17,1525,50325,330992,98,TRUE
161,309,2272.584232,108.2204787,7147,64629.80049,7147,104.0855429,620.9091745,6298737.44,0.587575887,103.6226993,539,64,84,414,17,510,819,5921,2,FALSE
270,397,3214.572608,202.6104917,13556,129031.1949,13556,147.7005696,874.2907904,20695051.46,0.69019874,293.9280545,831,58,158,758,17,693,1054,11159,17,FALSE
54,98,569.7338627,21.62986646,3812,31909.13404,3812,94.45242992,337.2242299,2962513.1,0.470886878,46.41675101,390,25,30,376,17,316,319,3531,7,TRUE
234,426,3360.645735,185.6436394,9533,89699.86719,9533,108.6440298,826.8497882,9550571.3,0.279201206,150.2285075,1070,117,240,883,17,626,1241,7771,15,TRUE
456,777,6871.988431,55.63576546,12339,109123.7231,12339,215.087204,507.8024976,23319662.02,0.935116417,361.9747109,1390,92,187,1049,17,458,1256,9516,38,TRUE
194,415,3161.563742,159.5373033,5872,53236.2657,5872,81.46644741,654.6410691,4173359.6,0.698897433,66.73015012,625,57,94,542,17,498,891,5712,10,FALSE
499,797,7152.391012,449.3459871,36383,363531.5344,36383,290.173345,1252.554692,111006433.5,0.431944154,1628.335142,1756,125,399,1638,17,942,2112,31434,31,FALSE
656,1106,10358.81007,352.0252543,23219,217697.8186,23219,283.7748915,768.0151602,62878341.78,0.121636769,952.4016524,2459,12,350,2221,17,662,1711,20439,21,TRUE
213,437,3387.802814,236.1222476,10693,97209.62383,10693,151.3448384,643.4310686,13028591.95,0.904578591,226.4681612,1310,14,219,889,17,529,1182,8956,39,TRUE
82,92,591.2523364,80.49431888,2370,19129.37943,2370,71.41459258,267.70852,1449289.21,0.831106649,21.22220006,481,8,74,376,17,268,210,1913,2,FALSE
435,649,5697.166534,341.0578777,30163,290008.4045,30163,309.075852,937.74169,80142872.37,0.630559707,1383.56226,2505,161,485,1675,17,731,2097,32281,92,TRUE
841,30893,300164.9297,13545.2357,2078293,27327377.32,2078293,1867.413314,14635.33471,54216027215,0.159742599,787441.8739,4067,199,455,3575,17,9871,79947,1621807,6243,TRUE
303,33,280.2679154,0.050888014,4340,39186.88975,4340,60.09122907,652.741703,2313891.03,0.282385718,36.50484416,429,44,80,345,17,488,897,3077,1,FALSE
161,373,2741.762912,93.86157199,11549,107449.2851,11549,149.1549718,720.5487528,16936771.74,0.017214638,247.4486902,565,46,83,398,17,663,812,11713,10,TRUE
15943,42597,594695.1513,2582.32569,2198130,28226563.74,2198130,2442.97515,11554.15656,62590546636,0.954984903,1064148.564,53478,384,7683,53316,17,7382,111378,2142531,5455,TRUE
405,601,5214.390415,313.3705472,18262,177723.3546,18262,170.8814664,1039.668764,30888801.23,0.476679526,468.6224933,1807,48,286,1512,17,853,1444,17681,34,TRUE
87,195,1262.816925,91.50860944,2914,25361.62821,2914,48.83310118,518.1024268,1162664.62,0.232567868,19.19248071,304,27,45,232,17,432,612,1952,1,FALSE
69,111,684.1547392,84.6908885,1664,13841.12838,1664,38.37533498,358.360282,609538.19,0.706888137,8.391340711,385,14,53,290,17,259,307,1347,1,FALSE
1568,2936,31175.40281,781.6199228,158372,1736444.544,158372,631.0533454,2750.729188,1032745820,0.480264035,16915.41058,4870,1354,828,5667,17,1971,9644,164023,90,TRUE
252,429,3430.230367,133.1098777,15423,139032.4097,15423,245.4994344,565.6232813,35049694.53,0.417937479,527.2555507,965,27,268,783,17,562,1072,15842,45,TRUE
