loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
1975,3265,12656.540837923982,1447.3823838344779,110559,1159413.9931489893,110559,627.6093088857546,1847.3498986294364,727659014.9527102,0.0002325905954043094,11229.305786307255,6821,118,1264,5799,17,1418,5859,104700,27
