loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
1382,2268,9161.060666867872,940.7562632272344,84893,874330.6663049513,84893,552.4794851166533,1582.5577055052834,483049756.34185994,0.00023470964996205251,7454.471548485493,4805,161,816,4141,17,1243,4101,80792,47
