loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
309,679,3056.90489892767,203.59639663407478,9905,92555.25096790616,9905,118.62401263823065,780.2404328554728,10979275.26055151,0.00017790717550397408,169.43326019369616,768,98,128,648,17,633,1071,8834,21
