loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
629,9232,39951.88652425319,3040.7160444298784,366740,4261935.458182342,366740,935.7840727736993,4554.400509884513,3988251320.956515,0.0001966951063975722,61547.088286365964,2117,198,312,1802,17,3133,21821,344919,1953
