loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
497,866,3457.293779559526,342.2273498030229,15799,144716.80724976177,15799,223.4351351351351,647.6904680288355,32334819.384175822,0.00023377966521088896,498.9941262990096,1841,28,330,1556,17,555,1210,14589,15
