loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
1605,3072,14111.41981472231,816.999144608703,128253,1399610.7960395012,128253,538.5468341182627,2598.8655161830407,753755963.2048149,0.0001972537653516247,11632.036469210107,5259,320,739,4618,17,1911,7175,121078,301
