loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
658,1214,4740.049269776284,504.8502390879617,34744,344048.12097770243,34744,295.86329787234047,1162.8617792469577,101791211.699245,0.0002112190464931876,1570.8520323957562,2293,158,442,1910,17,940,2025,32719,16
