loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
5006,25372,65099.59083061924,16820.937946109425,2146881,28158183.079750326,2146881,2002.3284988713317,14062.719027183837,56381932457.0206,0.00017406071170558598,870091.5502626636,15664,2215,1789,14176,17,8860,59748,2087133,2929
