loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
80,149,809.3679850716987,21.23244391116177,4037,32879.98532631231,4037,117.27443609022556,280.3678825708951,3855981.737798167,0.00024928937904821326,59.505891015403805,459,53,80,379,17,266,367,3670,1
