loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
91,184,587.420188325902,112.27037786856124,3289,28393.921203403188,3289,60.752631578947366,467.36940385052463,1725005.4339520156,0.00016885490630356742,26.620454227654562,346,23,51,310,17,380,573,2716,1
