loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
72,107,285.3457526580332,84.56944394337,1665,13840.95012054845,1665,38.6312292358804,358.2839685487688,534692.9169492936,0.00015865330701810752,8.25143390353848,381,12,51,331,17,301,297,1368,1
