loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
116,227,859.8974982574158,104.69642749102209,3993,35244.40810975262,3993,63.662471395881006,553.6135707108749,2243746.123151883,0.00016209551583832237,34.625711777035235,394,49,70,339,17,437,720,3273,1
