loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
9011,24165,316085.14591437863,71.23382712089013,4153238,56499579.20535333,4153238,2798.7644787644786,20187.328956774243,158129015345.08307,0.00017252071248606207,2440262.5824858495,32508,143,2626,29651,17,12432,59798,4093440,1659
