loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
46,68,290.7151518242655,22.97367916870374,3514,29520.690339095592,3514,77.26791277258567,382.05626734063156,2281002.126107751,0.00019566029145799533,35.200650094255415,483,52,26,457,17,321,596,2918,1
